frame,x,y,velocity,snr
273,0.065,0.058,0.000,35.700
273,0.065,0.695,0.000,15.900
273,-0.174,0.676,0.000,15.900
273,0.218,1.378,0.000,37.700
273,-0.627,3.962,0.000,20.900
273,-2.747,4.038,0.000,21.100
274,-0.079,0.037,0.000,36.300
274,0.065,0.058,0.000,36.300
274,0.218,1.378,0.000,36.600
274,-0.627,3.962,0.000,22.300
274,-2.747,4.038,0.000,20.500
274,-4.426,2.065,0.000,20.500
275,-0.079,0.037,0.000,37.500
275,0.065,0.058,0.000,37.500
275,0.218,1.378,0.000,36.300
275,-0.627,3.962,0.000,21.800
275,-2.747,4.038,0.000,20.200
276,-0.079,0.037,0.000,37.700
276,0.065,0.058,0.000,37.700
276,0.218,1.378,0.000,36.200
276,-0.627,3.962,0.000,21.800
276,-2.595,4.138,0.000,21.700
276,0.139,0.222,0.483,40.100
276,0.041,0.258,0.483,40.100
277,-0.079,0.037,0.000,38.000
277,0.065,0.058,0.000,38.000
277,-0.232,1.464,0.000,33.700
277,0.649,1.333,0.000,33.700
277,-0.518,1.574,0.000,17.700
277,0.466,1.590,0.000,17.700
277,-0.627,3.962,0.000,19.100
277,-2.131,3.399,0.000,19.100
277,-2.595,4.138,0.000,20.500
277,-0.019,0.305,0.724,40.400
277,-0.136,0.861,-0.966,22.500
278,-0.079,0.037,0.000,24.300
278,0.065,0.058,0.000,24.300
278,0.602,1.355,0.000,29.800
278,-2.595,4.138,0.000,20.700
278,-0.153,0.314,0.121,27.900
278,0.000,0.349,0.121,27.900
279,-0.079,0.037,0.000,36.500
279,0.065,0.058,0.000,36.500
279,0.602,1.355,0.000,30.400
279,-2.595,4.138,0.000,19.800
279,-0.019,0.610,0.845,29.200
279,-0.029,0.304,-0.483,31.300
279,-0.143,0.270,-0.483,31.300
279,-0.270,0.737,-0.362,16.500
279,-0.736,0.273,-0.362,16.500
280,-0.079,0.037,0.000,36.300
280,0.065,0.058,0.000,36.300
280,0.417,1.423,0.000,27.100
280,0.000,1.483,0.000,27.100
280,0.466,1.590,0.000,19.000
280,1.087,1.250,0.000,19.000
280,-2.747,4.038,0.000,19.400
280,-4.426,2.065,0.000,19.400
280,-0.065,0.253,-0.845,43.300
281,-0.079,0.037,0.000,34.600
281,0.065,0.058,0.000,34.600
281,0.602,1.355,0.000,22.700
281,0.093,1.480,0.000,22.700
281,-2.747,4.038,0.000,21.800
281,-0.095,0.196,-0.241,40.200
281,0.048,0.213,-0.241,40.200
282,-0.079,0.037,0.000,36.700
282,0.065,0.058,0.000,36.700
282,0.334,1.489,0.000,25.200
282,-0.954,1.191,0.000,25.200
282,-2.595,4.138,0.000,20.800
282,-4.426,2.065,0.000,20.800
282,-0.027,0.216,0.724,41.600
282,-0.102,0.193,0.724,41.600
282,-0.109,0.689,-0.966,20.600
282,0.087,0.338,-0.604,33.300
282,-0.076,0.340,-0.604,33.300
283,-0.079,0.037,0.000,35.200
283,0.065,0.058,0.000,35.200
283,0.556,1.374,0.000,32.500
283,-2.595,4.138,0.000,20.500
283,-0.105,0.287,-0.966,36.000
283,0.000,0.305,-0.966,36.000
283,-0.131,0.685,-0.724,31.600
283,-0.086,0.912,-0.241,25.300
284,-0.079,0.037,0.000,36.700
284,0.065,0.058,0.000,36.700
284,0.556,1.374,0.000,34.600
284,-2.595,4.138,0.000,19.000
284,-0.294,0.187,0.362,26.000
284,-0.164,0.308,0.362,26.000
284,0.095,0.426,0.845,30.600
284,-0.068,0.431,0.845,30.600
285,-0.079,0.037,0.000,18.800
285,0.065,0.058,0.000,18.800
285,0.556,1.374,0.000,32.300
285,-2.595,4.138,0.000,20.700
285,-0.055,0.433,0.121,28.200
285,-0.218,0.378,0.121,28.200
286,-0.079,0.037,0.000,35.900
286,0.065,0.058,0.000,35.900
286,0.556,1.374,0.000,35.100
286,-2.595,4.138,0.000,17.600
286,-0.330,0.901,-0.724,25.700
286,0.027,0.435,-0.604,32.000
286,-0.136,0.414,-0.604,32.000
286,-0.184,0.347,-0.241,31.200
286,-0.331,0.211,-0.241,31.200
287,-0.079,0.037,0.000,34.200
287,0.065,0.058,0.000,34.200
287,0.556,1.374,0.000,32.900
287,0.000,1.483,0.000,32.900
287,0.518,1.574,0.000,16.000
287,1.087,1.250,0.000,16.000
287,-2.595,4.138,0.000,19.100
287,-0.044,0.346,-0.966,38.500
287,-0.273,0.218,-0.483,30.000
287,-0.142,0.319,-0.483,30.000
288,-0.079,0.037,0.000,35.800
288,0.065,0.058,0.000,35.800
288,0.620,1.395,0.000,26.500
288,-2.595,4.138,0.000,21.600
288,-4.426,2.065,0.000,21.600
288,-0.055,0.433,0.483,37.700
288,-0.324,0.667,-0.966,18.700
288,-0.023,0.741,-0.966,18.700
288,-0.082,0.249,-0.724,49.800
288,0.025,0.260,-0.724,49.800
289,-0.079,0.037,0.000,26.000
289,0.065,0.058,0.000,26.000
289,0.136,0.109,0.000,28.400
289,-0.071,0.159,0.000,28.400
289,0.699,0.445,0.000,15.900
289,-0.382,1.478,0.000,17.800
289,-1.002,1.152,0.000,17.800
289,-2.595,4.138,0.000,22.700
290,-0.079,0.037,0.000,35.400
290,0.065,0.058,0.000,35.400
290,-0.196,1.558,0.000,22.900
290,-2.595,4.138,0.000,19.700
290,-0.082,0.249,0.724,43.100
290,0.041,0.258,0.724,43.100
290,-0.012,0.392,-0.483,30.800
290,-0.159,0.359,-0.483,30.800
291,-0.079,0.037,0.000,34.800
291,0.065,0.058,0.000,34.800
291,0.556,1.374,0.000,30.300
291,0.518,1.574,0.000,16.300
291,-0.518,1.574,0.000,16.300
291,-2.595,4.138,0.000,19.000
291,-4.426,2.065,0.000,19.000
291,-0.262,0.231,0.483,33.800
291,-0.131,0.323,0.483,33.800
291,-0.022,0.348,0.845,31.800
291,-0.164,0.308,0.845,31.800
292,-0.079,0.037,0.000,36.500
292,0.065,0.058,0.000,36.500
292,0.556,1.374,0.000,34.800
292,-2.595,4.138,0.000,20.300
292,0.025,0.392,0.362,26.300
292,-0.074,0.385,0.362,26.300
292,-0.180,0.942,0.604,21.600
292,0.139,0.728,-0.966,23.600
292,-0.116,0.732,-0.966,23.600
292,-0.102,1.085,-0.966,23.300
293,-0.079,0.037,0.000,21.600
293,0.065,0.058,0.000,21.600
293,0.556,1.374,0.000,31.400
293,-2.595,4.138,0.000,17.300
293,-4.426,2.065,0.000,17.300
293,-0.041,0.434,-0.121,28.500
293,-0.191,0.392,-0.121,28.500
294,-0.079,0.037,0.000,37.900
294,0.065,0.058,0.000,37.900
294,0.556,1.374,0.000,35.000
294,-2.595,4.138,0.000,19.800
294,-0.049,0.389,-0.845,38.100
294,0.086,0.383,-0.845,38.100
294,-0.283,0.203,-0.362,34.300
294,-0.153,0.314,-0.362,34.300
295,-0.079,0.037,0.000,34.000
295,0.065,0.058,0.000,34.000
295,0.556,1.374,0.000,31.600
295,0.000,1.483,0.000,31.600
295,0.466,1.590,0.000,17.100
295,-2.747,4.038,0.000,20.300
295,-0.109,0.689,0.845,22.900
295,-0.048,0.301,-0.966,38.000
295,0.067,0.298,-0.966,38.000
295,-0.219,0.212,-0.604,34.700
295,-0.105,0.287,-0.604,34.700
296,-0.079,0.037,0.000,35.000
296,0.065,0.058,0.000,35.000
296,0.405,1.381,0.000,15.800
296,-0.245,1.551,0.000,24.800
296,-0.638,1.577,0.000,17.600
296,0.425,1.647,0.000,17.600
296,-2.595,4.138,0.000,20.500
296,-4.426,2.065,0.000,20.500
296,0.037,0.391,0.724,32.600
296,-0.076,0.606,-0.845,16.500
296,-0.034,0.215,-0.604,43.600
296,0.041,0.214,-0.604,43.600
297,-0.079,0.037,0.000,37.300
297,0.065,0.058,0.000,37.300
297,-0.245,1.551,0.000,22.000
297,-0.932,1.263,0.000,22.000
297,-0.691,1.554,0.000,15.400
297,-2.595,4.138,0.000,22.600
297,-0.020,0.217,0.362,44.700
297,0.068,0.207,0.362,44.700
298,-0.079,0.037,0.000,31.300
298,0.065,0.058,0.000,31.300
298,0.620,1.395,0.000,29.400
298,-0.095,1.523,0.000,29.400
298,-2.595,4.138,0.000,20.300
298,-0.210,0.222,0.604,27.500
298,-0.105,0.287,0.604,27.500
298,0.000,0.305,-0.966,43.700
299,-0.079,0.037,0.000,36.700
299,0.065,0.058,0.000,36.700
299,0.556,1.374,0.000,31.000
299,0.518,1.574,0.000,16.800
299,-2.595,4.138,0.000,18.900
299,-0.262,0.231,0.483,36.000
299,-0.131,0.323,0.483,36.000
299,0.000,0.392,-0.966,41.800
300,-0.079,0.037,0.000,31.000
300,0.065,0.058,0.000,31.000
300,0.556,1.374,0.000,35.600
300,-2.595,4.138,0.000,18.400
300,-0.061,0.388,0.241,28.200
300,-0.208,0.332,0.241,28.200
300,-0.210,0.936,0.483,18.000
301,-0.079,0.037,0.000,35.100
301,0.065,0.058,0.000,35.100
301,0.556,1.374,0.000,33.800
301,-2.595,4.138,0.000,18.500
301,-0.180,0.942,-0.604,26.100
301,-0.027,0.435,-0.483,30.200
301,-0.191,0.392,-0.483,30.200
301,-0.331,0.211,-0.241,31.100
301,-0.184,0.347,-0.241,31.100
302,-0.079,0.037,0.000,36.600
302,0.065,0.058,0.000,36.600
302,0.556,1.374,0.000,31.700
302,-0.046,1.482,0.000,31.700
302,-2.595,4.138,0.000,18.900
302,-0.022,0.348,0.845,42.000
302,0.000,1.831,-0.966,19.000
302,-0.262,0.231,-0.604,33.400
302,-0.131,0.323,-0.604,33.400
303,-0.079,0.037,0.000,32.400
303,0.065,0.058,0.000,32.400
303,0.736,1.387,0.000,25.100
303,-0.294,1.542,0.000,25.100
303,-0.691,1.554,0.000,16.200
303,-2.595,4.138,0.000,20.800
303,-0.191,0.392,0.121,19.300
303,-0.027,0.435,0.121,19.300
303,-0.057,0.255,-0.966,43.500
303,0.033,0.260,-0.966,43.500
304,-0.079,0.037,0.000,36.900
304,0.065,0.058,0.000,36.900
304,1.056,0.844,0.000,17.200
304,0.549,1.235,0.000,17.200
304,-0.932,1.263,0.000,20.900
304,-0.294,1.542,0.000,20.900
304,-0.638,1.577,0.000,15.400
304,-2.747,4.038,0.000,19.900
304,0.010,0.305,-0.724,29.000
304,0.049,0.167,-0.362,41.200
304,-0.016,0.174,-0.362,41.200
305,-0.079,0.037,0.000,38.500
305,0.065,0.058,0.000,38.500
305,0.218,1.378,0.000,36.500
305,-0.627,3.962,0.000,22.800
305,-2.595,4.138,0.000,20.300
305,-4.426,2.065,0.000,20.300
305,0.249,2.648,0.241,16.600
305,-0.748,2.553,0.241,16.600
306,-0.079,0.037,0.000,38.200
306,0.065,0.058,0.000,38.200
306,0.218,1.378,0.000,36.700
306,-0.627,3.962,0.000,22.400
306,-2.595,4.138,0.000,19.600
307,-0.079,0.037,0.000,37.700
307,0.065,0.058,0.000,37.700
307,0.218,1.378,0.000,35.600
307,-0.627,3.962,0.000,21.400
307,-2.595,4.138,0.000,20.200
308,-0.079,0.037,0.000,38.400
308,0.065,0.058,0.000,38.400
308,0.218,1.378,0.000,37.300
308,-0.627,3.962,0.000,22.100
308,-2.595,4.138,0.000,19.200
308,-4.426,2.065,0.000,19.200
309,-0.079,0.037,0.000,37.300
309,0.065,0.058,0.000,37.300
309,0.218,1.378,0.000,35.200
309,-0.627,3.962,0.000,21.200
309,-2.595,4.138,0.000,19.900
310,-0.079,0.037,0.000,36.900
310,0.065,0.058,0.000,36.900
310,0.218,1.378,0.000,35.900
310,-0.627,3.962,0.000,21.600
310,-2.595,4.138,0.000,20.600
311,-0.079,0.037,0.000,37.000
311,0.065,0.058,0.000,37.000
311,-0.044,0.696,0.000,16.100
311,0.218,1.378,0.000,37.200
311,-0.627,3.962,0.000,21.200
311,-2.747,4.038,0.000,18.000
312,-0.079,0.037,0.000,36.000
312,0.065,0.058,0.000,36.000
312,0.218,1.378,0.000,36.600
312,-0.627,3.962,0.000,22.300
312,-2.595,4.138,0.000,20.100
313,-0.079,0.037,0.000,36.600
313,0.065,0.058,0.000,36.600
313,0.218,1.378,0.000,34.700
313,-0.627,3.962,0.000,22.600
313,-2.595,4.138,0.000,21.000
314,-0.079,0.037,0.000,36.900
314,0.065,0.058,0.000,36.900
314,0.218,1.378,0.000,36.100
314,-0.627,3.962,0.000,22.500
314,-2.595,4.138,0.000,20.400
315,-0.079,0.037,0.000,36.800
315,0.065,0.058,0.000,36.800
315,0.218,1.378,0.000,37.200
315,-0.627,3.962,0.000,22.700
315,-2.595,4.138,0.000,18.800
316,-0.079,0.037,0.000,36.200
316,0.065,0.058,0.000,36.200
316,0.218,1.378,0.000,37.300
316,-0.627,3.962,0.000,22.200
316,-2.595,4.138,0.000,18.400
317,-0.079,0.037,0.000,36.800
317,0.065,0.058,0.000,36.800
317,-0.022,0.697,0.000,17.500
317,-0.262,0.647,0.000,17.500
317,0.218,1.378,0.000,37.900
317,-0.627,3.962,0.000,22.100
317,-2.595,4.138,0.000,20.400
318,-0.079,0.037,0.000,36.500
318,0.065,0.058,0.000,36.500
318,0.218,1.378,0.000,36.700
318,-0.627,3.962,0.000,22.700
318,-2.747,4.038,0.000,20.700
319,-0.079,0.037,0.000,37.600
319,0.065,0.058,0.000,37.600
319,0.218,1.378,0.000,36.300
319,-0.627,3.962,0.000,22.000
319,-2.747,4.038,0.000,19.600
320,-0.079,0.037,0.000,37.700
320,0.065,0.058,0.000,37.700
320,0.218,1.378,0.000,34.600
320,-0.627,3.962,0.000,22.300
320,-2.747,4.038,0.000,18.700
321,-0.079,0.037,0.000,37.000
321,0.065,0.058,0.000,37.000
321,0.218,1.378,0.000,36.000
321,-0.627,3.962,0.000,21.700
321,-2.595,4.138,0.000,19.700
321,-4.426,2.065,0.000,19.700
322,-0.079,0.037,0.000,37.800
322,0.065,0.058,0.000,37.800
322,0.000,0.698,0.000,15.300
322,0.218,1.378,0.000,36.400
322,-0.627,3.962,0.000,22.200
322,-2.595,4.138,0.000,19.600
323,-0.079,0.037,0.000,37.000
323,0.065,0.058,0.000,37.000
323,0.218,1.378,0.000,34.400
323,-0.627,3.962,0.000,21.700
323,-2.595,4.138,0.000,19.000
324,-0.079,0.037,0.000,36.800
324,0.065,0.058,0.000,36.800
324,0.218,1.378,0.000,34.800
324,-0.627,3.962,0.000,21.300
324,-2.595,4.138,0.000,20.000
325,-0.079,0.037,0.000,36.100
325,0.065,0.058,0.000,36.100
325,0.218,1.378,0.000,35.700
325,-0.627,3.962,0.000,21.600
325,-2.595,4.138,0.000,19.400
326,-0.079,0.037,0.000,36.400
326,0.065,0.058,0.000,36.400
326,0.218,1.378,0.000,36.100
326,-0.627,3.962,0.000,21.600
326,-2.747,4.038,0.000,20.300
327,-0.079,0.037,0.000,36.000
327,0.065,0.058,0.000,36.000
327,0.218,1.378,0.000,36.600
327,-0.627,3.962,0.000,22.200
327,-2.595,4.138,0.000,21.000
